0.00,0.00,22.80,0.00,2888627
0.00,0.00,22.82,0.00,2888649
0.00,0.00,22.82,0.00,2888672
0.00,0.00,22.83,0.00,2888695
0.00,0.00,22.82,0.00,2888718
0.00,0.00,22.81,0.00,2888741
0.00,0.00,22.83,0.00,2888764
0.00,0.00,22.81,0.00,2888786
0.00,0.00,22.81,0.00,2888810
0.00,0.00,22.81,0.00,2888833
0.00,0.00,22.81,0.00,2888855
0.00,0.00,22.83,0.00,2888879
0.00,0.00,22.83,0.00,2888901
0.00,0.00,22.82,0.00,2888925
0.00,0.00,22.82,0.00,2888947
0.00,0.00,22.81,0.00,2888970
0.00,0.00,22.82,0.00,2888993
0.00,0.00,22.80,0.00,2889016
0.00,0.00,22.82,0.00,2889038
0.00,0.00,22.80,0.00,2889062
0.00,0.00,22.81,0.00,2889084
0.00,0.00,22.81,0.00,2889108
0.00,0.00,22.81,0.00,2889131
0.00,0.00,22.81,0.00,2889153
0.00,0.00,22.80,0.00,2889177
0.00,0.00,22.81,0.00,2889199
0.00,0.00,22.81,0.00,2889222
0.00,0.00,22.81,0.00,2889245
0.00,0.00,22.82,0.00,2889268
0.00,0.00,22.80,0.00,2889290
0.00,0.00,22.82,0.00,2889314
0.00,0.00,22.81,0.00,2889336
0.00,0.00,22.81,0.00,2889360
0.00,0.00,22.81,0.00,2889382
0.00,0.00,22.80,0.00,2889405
0.00,0.00,22.80,0.00,2889428
0.00,0.00,22.80,0.00,2889451
0.00,0.00,22.80,0.00,2889474
0.00,0.00,22.81,0.00,2889497
0.00,0.00,22.81,0.00,2889520
0.00,0.00,22.80,0.00,2889543
0.00,0.00,22.80,0.00,2889566
0.00,0.00,22.80,0.00,2889588
0.00,0.00,22.80,0.00,2889612
0.00,0.00,22.80,0.00,2889634
0.00,0.00,22.80,0.00,2889657
0.00,0.00,22.81,0.00,2889680
0.00,0.00,22.80,0.00,2889703
0.00,0.00,22.80,0.00,2889726
0.00,0.00,22.81,0.00,2889749
0.00,0.00,22.80,0.00,2889772
0.00,0.00,22.80,0.00,2889795
0.00,0.00,22.80,0.00,2889818
0.00,0.00,22.80,0.00,2889840
0.00,0.00,22.80,0.00,2889864
0.00,0.00,22.80,0.00,2889886
0.00,0.00,22.80,0.00,2889909
0.00,0.00,22.80,0.00,2889932
0.00,0.00,22.80,0.00,2889955
0.00,0.00,22.80,0.00,2889978
0.00,0.00,22.80,0.00,2890001
0.00,0.00,22.80,0.00,2890023
0.00,0.00,22.80,0.00,2890047
0.00,0.00,22.80,0.00,2890070
0.00,0.00,22.80,0.00,2890092
0.00,0.00,22.80,0.00,2890116
0.00,0.00,22.80,0.00,2890138
0.00,0.00,22.80,0.00,2890162
0.00,0.00,22.79,0.00,2890184
0.00,0.00,22.79,0.00,2890207
0.00,0.00,22.79,0.00,2890230
0.00,0.00,22.78,0.00,2890253
0.00,0.00,22.80,0.00,2890275
0.00,0.00,22.79,0.00,2890299
0.00,0.00,22.80,0.00,2890321
0.00,0.00,22.79,0.00,2890345
0.00,0.00,22.80,0.00,2890368
0.00,0.00,22.79,0.00,2890390
0.00,0.00,22.80,0.00,2890414
0.00,0.00,22.80,0.00,2890436
0.00,0.00,22.80,0.00,2890459
0.00,0.00,22.78,0.00,2890482
0.00,0.00,22.78,0.00,2890505
0.00,0.00,22.78,0.00,2890527
0.00,0.00,22.77,0.00,2890551
0.00,0.00,22.79,0.00,2890573
0.00,0.00,22.77,0.00,2890597
0.00,0.00,22.77,0.00,2890619
0.00,0.00,22.77,0.00,2890642
0.00,0.00,22.78,0.00,2890665
0.00,0.00,22.78,0.00,2890688
0.00,0.00,22.77,0.00,2890711
0.00,0.00,22.79,0.00,2890734
0.00,0.00,22.78,0.00,2890757
0.00,0.00,22.77,0.00,2890780
0.00,0.00,22.78,0.00,2890803
0.00,0.00,22.76,0.00,2890825
0.00,0.00,22.78,0.00,2890849
0.00,0.00,22.77,0.00,2890871
0.00,0.00,22.77,0.00,2890894
0.00,0.00,22.77,0.00,2890917
0.00,0.00,22.77,0.00,2890940
0.00,0.00,22.76,0.00,2890963
0.00,0.00,22.77,0.00,2890986
0.00,0.00,22.78,0.00,2891009
0.00,0.00,22.77,0.00,2891032
0.00,0.00,22.78,0.00,2891055
0.00,0.00,22.76,0.00,2891077
0.00,0.00,22.77,0.00,2891101
0.00,0.00,22.77,0.00,2891123
0.00,0.00,22.77,0.00,2891147
0.00,0.00,22.77,0.00,2891169
0.00,0.00,22.76,0.00,2891192
0.00,0.00,22.77,0.00,2891215
0.00,0.00,22.77,0.00,2891238
0.00,0.00,22.77,0.00,2891260
0.00,0.00,22.77,0.00,2891284
0.00,0.00,22.77,0.00,2891307
0.00,0.00,22.75,0.00,2891330
0.00,0.00,22.77,0.00,2891353
0.00,0.00,22.78,0.00,2891375
0.00,0.00,22.75,0.00,2891399
0.00,0.00,22.77,0.00,2891421
0.00,0.00,22.76,0.00,2891444
0.00,0.00,22.76,0.00,2891467
0.00,0.00,22.75,0.00,2891490
0.00,0.00,22.75,0.00,2891513
0.00,0.00,22.73,0.00,2891536
0.00,0.00,22.74,0.00,2891558
0.00,0.00,22.77,0.00,2891582
0.00,0.00,22.75,0.00,2891604
0.00,0.00,22.76,0.00,2891627
0.00,0.00,22.77,0.00,2891651
0.00,0.00,22.75,0.00,2891673
0.00,0.00,22.75,0.00,2891697
0.00,0.00,22.73,0.00,2891719
0.00,0.00,22.75,0.00,2891742
0.00,0.00,22.75,0.00,2891765
0.00,0.00,22.74,0.00,2891788
0.00,0.00,22.73,0.00,2891810
0.00,0.00,22.74,0.00,2891834
0.00,0.00,22.74,0.00,2891856
0.00,0.00,22.73,0.00,2891880
0.00,0.00,22.74,0.00,2891902
0.00,0.00,22.76,0.00,2891925
0.00,0.00,22.75,0.00,2891949
0.00,0.00,22.74,0.00,2891971
0.00,0.00,22.73,0.00,2891994
0.00,0.00,22.76,0.00,2892017
0.00,0.00,22.72,0.00,2892040
0.00,0.00,22.74,0.00,2892062
0.00,0.00,22.73,0.00,2892086
0.00,0.00,22.74,0.00,2892108
0.00,0.00,22.73,0.00,2892132
0.00,0.00,22.73,0.00,2892154
0.00,0.00,22.73,0.00,2892177
0.00,0.00,22.74,0.00,2892200
0.00,0.00,22.73,0.00,2892223
0.00,0.00,22.72,0.00,2892246
0.00,0.00,22.73,0.00,2892269
0.00,0.00,22.73,0.00,2892292
0.00,0.00,22.73,0.00,2892315
0.00,0.00,22.73,0.00,2892338
0.00,0.00,22.72,0.00,2892360
0.00,0.00,22.72,0.00,2892384
0.00,0.00,22.73,0.00,2892406
0.00,0.00,22.72,0.00,2892429
0.00,0.00,22.72,0.00,2892452
0.00,0.00,22.70,0.00,2892475
0.00,0.00,22.73,0.00,2892498
